Month,Reported by,Falls within,Easting,Northing,Location,Crime type,Context
2012-03,Cumbria Constabulary,Cumbria Constabulary,355203,536749,On or near Church Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,353381,486345,On or near Alexander Drive,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,358087,525253,On or near Moss Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351836,492949,On or near Stramongate,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351588,492551,On or near Edgecombe Court,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351126,492969,On or near Queen'S Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340496,553760,On or near Holmes Avenue,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339105,559443,On or near Kingstown Broadway,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,296662,517007,On or near North Row,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,332750,504771,On or near Park/Open Space,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300421,514200,On or near Hollins Park,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340753,554131,On or near York Gardens,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340228,553417,On or near Durdar Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351491,492525,On or near Supermarket,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342036,553526,On or near Harris Crescent,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,296919,517401,On or near Ravenhill Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341267,502909,On or near Sports/Recreation Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301216,508742,On or near St John'S Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301062,510925,On or near Wyndham Way,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337731,503832,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339990,557473,On or near Scotland Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301971,531085,On or near Croftfield Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339815,496607,On or near Nightclub,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339601,558437,On or near Moorville Drive North,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,369590,516878,On or near Mill Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340438,555566,On or near Nightclub,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319412,469736,On or near Hood Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352182,494587,On or near Fell View Trading Park,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,330788,477567,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,346649,545710,On or near Southwaite Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319831,469541,On or near High Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319912,469324,On or near Preston Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352795,499170,On or near Old Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,328944,478482,On or near Hart Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,322925,557190,On or near Church Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,335785,484562,On or near Brow Edge Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340438,555566,On or near Nightclub,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341278,555994,On or near Sports/Recreation Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341162,478505,On or near Windermere Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,330225,514709,On or near Park/Open Space,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338699,555656,On or near Mardale Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297366,518147,On or near Church Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299530,528525,On or near Beeby Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,324843,548360,On or near Waver Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,314850,545782,On or near Scotraby Brow,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320815,474357,On or near Oak Lea Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,346000,494980,On or near Dobby Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319079,470509,On or near Andrews Way,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342762,553994,On or near Longmans Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,326940,523246,On or near Ratcliffe Place,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,346492,492057,On or near Mill Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339371,523965,On or near A5091,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340246,497263,On or near Petrol Station,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342595,555400,On or near Farlam Drive,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342786,556187,On or near Supermarket,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352887,489504,On or near Scar View Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319576,468054,On or near Siemen'S Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,317048,480735,On or near Munroe Avenue,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320790,469147,On or near Gateshead Street,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341430,498610,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302954,526143,On or near Winscales Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338928,556135,On or near Parking Area,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297411,518338,On or near Hicks Lane,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342636,553363,On or near Farbrow Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341961,554756,On or near Telford Road,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351301,530493,On or near Watson Terrace,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321043,470252,On or near Bewley Steps,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,322505,469243,On or near Brennan Close,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351020,530644,On or near Grove Court,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,350774,491889,On or near Alderwood,Other Theft,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338985,557319,On or near St Ann'S Road,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319733,471900,On or near Greenhill Close,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319744,468985,On or near Nightclub,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300531,527371,On or near Udale Court,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351069,530873,On or near Scotland Road,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319785,469237,On or near Slater Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300463,527695,On or near Scawfell Avenue,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,307464,531379,On or near The Paddocks,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340095,555709,On or near Supermarket,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337748,552499,On or near Dalston Road,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302655,533229,On or near Flimby Brow,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300134,510736,On or near Baybarrow Road,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297654,518417,On or near High Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297914,517452,On or near Garlieston Court,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,315378,542106,On or near Queens Park,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,332655,539866,On or near Sports/Recreation Area,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,347151,556705,On or near Sports/Recreation Area,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,349180,530959,On or near The Drive,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,354226,492115,On or near Paddy Lane,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340772,555511,On or near Barrock Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300464,528680,On or near Shopping Area,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303582,536262,On or near Supermarket,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341797,554626,On or near Brunel Way,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337800,555771,On or near Low Meadow,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300249,528840,On or near Finkle Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340176,555927,On or near Shopping Area,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,353709,483013,On or near Park/Open Space,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351651,530241,On or near Market Court,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351540,493201,On or near Parking Area,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300718,523973,On or near Gilgarran View,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337800,555771,On or near Low Meadow,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302655,533229,On or near Flimby Brow,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300706,528901,On or near Hall Brow,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299716,528164,On or near Sports/Recreation Area,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300334,523364,On or near East View Road,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351580,530393,On or near William Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303717,536531,On or near Parking Area,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351653,492718,On or near Kent Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340953,555096,On or near David Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340858,555118,On or near London Road,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,304253,536111,On or near Elizabeth Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300718,523973,On or near Gilgarran View,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300718,523973,On or near Gilgarran View,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300706,528901,On or near Hall Brow,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319718,469496,On or near Abbey Road,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299632,526957,On or near Nilsson Drive,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320642,469300,On or near Mardale Grove,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297773,517625,On or near Petrol Station,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319576,468054,On or near Siemen'S Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337440,505144,On or near Castle Field,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351624,530369,On or near Parking Area,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341746,554024,On or near Cavaghan Gardens,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319916,470287,On or near Dorset Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299939,528813,On or near Gordon Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,332772,550111,On or near Shawk Crescent,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340558,497139,On or near South Terrace,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299831,528276,On or near Frazer Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300325,510640,On or near Wordsworth Close,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303386,517215,On or near Supermarket,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,325725,546809,On or near B5304,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297183,516188,On or near Woodhouse Road,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320975,468904,On or near Salthouse Road,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300464,528680,On or near Shopping Area,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,315927,478683,On or near William Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,317503,479855,On or near Egremont Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,322436,474549,On or near Askam Road,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297190,517945,On or near James Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339081,555570,On or near Osborne Avenue,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,311437,529834,On or near Marvejols Park,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342589,555876,On or near Auchinleck Drive,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301277,524712,On or near Hallwood Road,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,304676,535806,On or near Main Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297644,518046,On or near Temple Terrace,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340699,556503,On or near Sports/Recreation Area,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299811,527534,On or near Grasmere Avenue,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300009,527316,On or near Beverley Close,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340535,554021,On or near Buchanan Place,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,325514,548114,On or near George Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319661,469649,On or near Napier Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338472,555781,On or near Brookside,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340694,554603,On or near Rose Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,327285,484925,On or near A5092,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,332655,539866,On or near Sports/Recreation Area,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319801,469020,On or near Market Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301277,524712,On or near Hallwood Road,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302319,514928,On or near Aldby Grove,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319404,469241,On or near Petrol Station,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300235,528727,On or near Murray Road,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,296992,516095,On or near Crummock Avenue,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351095,529909,On or near Myers Lane,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320228,468717,On or near St George'S Square,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,349226,539214,On or near Parking Area,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340251,555575,On or near Court Square,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340251,555575,On or near Court Square,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,315569,478964,On or near Green Street,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340260,555705,On or near The Crescent,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341819,555743,On or near Walkmill Crescent,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320870,468814,On or near Brathay Crescent,Drugs,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300278,528472,On or near Irving Street,Drugs,
